iter	Logloss
196	0.1334598796
197	0.1327922798
198	0.1319455523
199	0.1314783651
200	0.13114586
201	0.1306413628
202	0.1300167894
203	0.1293887081
204	0.1288908032
205	0.1280815919
206	0.1273329006
207	0.1270493594
208	0.1264967434
209	0.1258985285
210	0.1254110895
211	0.1248682347
212	0.1243542318
213	0.1237169526
214	0.1229248348
215	0.122432041
216	0.121725834
217	0.1214055558
218	0.1209103445
219	0.1203537574
220	0.1199386976
221	0.1192084677
222	0.1188021321
223	0.1184246861
224	0.1181517356
225	0.117929256
226	0.1176267587
227	0.1173120999
228	0.1168249353
229	0.1165941976
230	0.1156968978
231	0.115407796
232	0.1140474718
233	0.1134725263
234	0.1125704207
235	0.1119750256
236	0.1113778213
237	0.110902931
238	0.1106811657
239	0.1104089191
240	0.1100020173
241	0.1092464561
242	0.1086647452
243	0.1079611166
244	0.1075796589
245	0.107164636
246	0.1069581122
247	0.1064823518
248	0.106139781
249	0.1053531819
250	0.1047392014
251	0.1043444633
252	0.1039527496
253	0.1034020436
254	0.1031294585
255	0.1029310048
256	0.1027532352
257	0.1025319264
258	0.102227174
259	0.1019528654
260	0.1015698023
261	0.1014296511
262	0.1009867635
263	0.1005819807
264	0.1001948088
265	0.09968705631
266	0.09929121737
267	0.09902019715
268	0.098520544
269	0.09772602294
270	0.09747384385
271	0.09730507302
272	0.0966664387
273	0.09628600969
274	0.09612258078
275	0.09583241188
276	0.09556626136
277	0.0953261535
278	0.09484698752
279	0.09448235796
280	0.09423052327
281	0.09378072662
282	0.09342994066
283	0.09324651861
284	0.09292333111
285	0.09256877031
286	0.09203510822
287	0.09145882725
288	0.09106510056
289	0.09069336347
290	0.09047089059
291	0.09000337023
292	0.08968072264
293	0.08939533696
294	0.08915118882
295	0.08854540241
296	0.08834920154
297	0.08809016758
298	0.08785453539
299	0.08751011252
300	0.08715994316
301	0.08677444518
302	0.08652046665
303	0.08609750147
304	0.0859167143
305	0.0856297104
306	0.08536658352
307	0.08519948203
308	0.085027377
309	0.08496481837
310	0.08470545956
311	0.08463748531
312	0.08442254182
313	0.0842230203
314	0.08400566677
315	0.08376992028
316	0.08329840475
317	0.08288229971
318	0.08271131435
319	0.08208362106
320	0.08172072176
321	0.08142602455
322	0.08128207745
323	0.08106672414
324	0.08086562725
325	0.08056449777
326	0.08038288795
327	0.08012798
328	0.07989689342
329	0.0794735891
330	0.07933080678
331	0.07915364556
332	0.07892596611
333	0.0787736196
334	0.07859177667
335	0.07837126191
336	0.07817568442
337	0.07796770183
338	0.07781324983
339	0.07767357837
340	0.07750340813
341	0.07736305088
342	0.07715090544
343	0.07693299847
344	0.07674750928
345	0.07646602628
346	0.07632619917
347	0.07625077073
348	0.07606225941
349	0.07586951606
350	0.07559536318
351	0.07550004237
352	0.07519725481
353	0.07506267263
354	0.07490451647
355	0.07469427423
356	0.07447280748
357	0.07427697809
358	0.0741385624
359	0.07372132566
360	0.07351862635
361	0.07320520456
362	0.07301622628
363	0.07285882358
364	0.07268370996
365	0.07251572792
366	0.07233262396
367	0.07215479049
368	0.07200544129
369	0.07187605064
370	0.07167593281
371	0.07148363462
372	0.07138401109
373	0.07118268486
374	0.07091788486
375	0.07076755586
376	0.07066774058
377	0.07054171947
378	0.07030469427
379	0.07020862977
380	0.07006148946
381	0.0699638669
382	0.0697639348
383	0.06963703502
384	0.06949466741
385	0.06942029848
386	0.06924804005
387	0.06913537752
388	0.06903615403
389	0.06887660486
390	0.06878197886
391	0.06858469442
392	0.06841354739
393	0.06806382244
394	0.06778753511
395	0.06758938328
396	0.06746834052
397	0.06736543619
398	0.06715717538
399	0.06703245252
400	0.06691343329
401	0.06685006179
402	0.06671648836
403	0.06641254542
404	0.06616486418
405	0.06610229803
406	0.06570053138
407	0.06550283411
408	0.06539724415
409	0.06513763532
410	0.06496465688
411	0.06476635579
412	0.06470409794
413	0.06454872817
414	0.06438447436
415	0.06408880299
416	0.06394008995
417	0.06366839335
418	0.06356381815
419	0.06346229856
420	0.06336249794
421	0.06323876654
422	0.06308771641
423	0.06295594393
424	0.06278363812
425	0.06273670824
426	0.06241548863
427	0.06230446349
428	0.0621624508
429	0.06194087276
430	0.06185266437
431	0.06175343412
432	0.06160345854
433	0.06153281144
434	0.06148850102
435	0.06140111716
436	0.06130011679
437	0.06122902303
438	0.06116797396
439	0.06110454795
440	0.0609315477
441	0.06080213562
442	0.06073470617
443	0.06059614122
444	0.06053314156
445	0.06046834322
446	0.06035682705
447	0.06026772458
448	0.06020714624
449	0.06012609652
450	0.06004587283
451	0.05996923825
452	0.05991281223
453	0.05983304423
454	0.05973832837
455	0.05952072708
456	0.05935523215
457	0.05921863396
458	0.05910702981
459	0.05901733404
460	0.05897451401
461	0.05886862251
462	0.0587758907
463	0.05849168899
464	0.05837450868
465	0.05831891885
466	0.05813022631
467	0.05800755104
468	0.05792514516
469	0.05786641251
470	0.05769195797
471	0.05760155273
472	0.05750960183
473	0.05736840728
474	0.05718949437
475	0.05709240156
476	0.05704541942
477	0.05696725385
478	0.05678171503
479	0.05671585642
480	0.05655671557
481	0.05640972528
482	0.05628005565
483	0.05616290504
484	0.05607689576
485	0.0559744411
486	0.05580322827
487	0.05563489845
488	0.05550048583
489	0.05537587464
490	0.05524149887
491	0.05514464857
492	0.05503174127
493	0.05488200595
494	0.05478006299
495	0.05470286331
496	0.0545767106
497	0.05451405121
498	0.0544478091
499	0.05433287866
500	0.05426820439
501	0.05423108459
502	0.05419462653
503	0.05412458777
504	0.05400541626
505	0.05387874357
506	0.0538227913
507	0.05376580094
508	0.05352915097
509	0.05339252082
510	0.05329985819
511	0.05326216991
512	0.05320619846
513	0.05313598976
514	0.05307585319
515	0.05304124119
516	0.0529545574
517	0.05284539487
518	0.05268764101
519	0.05265417086
520	0.05246305325
521	0.05243383431
522	0.05234794346
523	0.0523148647
524	0.05216904371
525	0.05214124221
526	0.05198434521
527	0.05190289883
528	0.0518505507
529	0.05174784
530	0.05170157561
531	0.05164335541
532	0.05161935471
533	0.05156626777
534	0.05142477995
535	0.0512858503
536	0.0511807228
537	0.05113116294
538	0.05102313324
539	0.05089585033
540	0.05082459415
541	0.05071714459
542	0.050640939
543	0.05054196591
544	0.05043785055
545	0.05027289553
546	0.05022382821
547	0.05014508926
548	0.05010606475
549	0.05005652557
550	0.04999544793
551	0.04991368347
552	0.04987110482
553	0.04961185467
554	0.04958532624
555	0.04946377478
556	0.04941952677
557	0.0493954347
558	0.04929082755
559	0.04925073977
560	0.04917714987
561	0.04908461921
562	0.04906440199
563	0.04900167906
564	0.048958512
565	0.04884915734
566	0.0487943597
567	0.0487040665
568	0.04863963324
569	0.04860815503
570	0.04853338681
571	0.04844533859
572	0.04837813134
573	0.04833540079
574	0.04824773494
575	0.04817356491
576	0.04810817966
577	0.04805974586
578	0.04798656729
579	0.04792957994
580	0.04788323359
581	0.04783350566
582	0.04772198085
583	0.04769661909
584	0.04762452748
585	0.04757075213
586	0.04750711256
587	0.04740472745
588	0.04734809766
589	0.04727480742
590	0.04714568296
591	0.04710121162
592	0.04702728034
593	0.0469808039
594	0.04679827819
595	0.04675533897
596	0.04672045062
597	0.0466411556
598	0.04648476203
599	0.04637799939
600	0.04630190734
601	0.04621952552
602	0.04613907248
603	0.0460622954
604	0.04602112066
605	0.04597918869
606	0.04594465
607	0.04586262424
608	0.04580196845
609	0.04567738846
610	0.04560340755
611	0.04557152817
612	0.04551371817
613	0.04544417609
614	0.04538225136
615	0.04530715642
616	0.04527544736
617	0.04520243309
618	0.04512802694
619	0.04503020548
620	0.04497383474
621	0.04489823185
622	0.04486622125
623	0.0448163279
624	0.04474959965
625	0.04466242746
626	0.04458241281
627	0.0445562551
628	0.04450075664
629	0.04444015686
630	0.04439759024
631	0.04435998731
632	0.04425987689
633	0.04421740802
634	0.04412224963
635	0.04408395603
636	0.04404397014
637	0.04394189973
638	0.04391886566
639	0.04388217825
640	0.04385977658
641	0.04382468858
642	0.04375079302
643	0.04372688518
644	0.04367916762
645	0.04361303868
646	0.04360203298
647	0.0435518396
648	0.04348682883
649	0.04345899688
650	0.04335282941
651	0.04331994654
652	0.04328735994
653	0.04322061853
654	0.043144869
655	0.04310566101
656	0.04304725997
657	0.0429734475
658	0.04294123839
659	0.04282796902
660	0.04274831494
661	0.0426874219
662	0.042655006
663	0.04258591772
664	0.04252486752
665	0.04248859068
666	0.04241438869
667	0.04234868799
668	0.04231704924
669	0.04227148117
670	0.04222468251
671	0.04215414595
672	0.04210646975
673	0.04206121412
674	0.04197674749
675	0.04187878711
676	0.0418480868
677	0.04176818533
678	0.04174436133
679	0.04169995973
680	0.04163883547
681	0.04160115979
682	0.04157367976
683	0.04150774595
684	0.0414939845
685	0.04135374738
686	0.04123917073
687	0.04118892095
688	0.04114621672
689	0.04109514862
690	0.04104375473
691	0.04099136656
692	0.04097445289
693	0.04091332957
694	0.04088270671
695	0.04086327924
696	0.04084018427
697	0.04081284918
698	0.04074281982
699	0.04071942519
700	0.04068457594
701	0.04067541029
702	0.0406233464
703	0.04058731319
704	0.04053549012
705	0.0404800785
706	0.04042272043
707	0.04037542924
708	0.04031538667
709	0.0402854184
710	0.04025360275
711	0.04023361168
712	0.0401962663
713	0.04016484036
714	0.04015016941
715	0.04010133407
716	0.04007719932
717	0.04004669641
718	0.03995270845
719	0.0399079993
720	0.03988156111
721	0.03983621505
722	0.03980691133
723	0.03975817017
724	0.03973924049
725	0.03972776125
726	0.03970138904
727	0.03968457726
728	0.0396615259
729	0.03961869365
730	0.0395571607
731	0.0395047558
732	0.0394821902
733	0.03942234728
734	0.0393517203
735	0.03933805999
736	0.03931146821
737	0.03922960562
738	0.03915349459
739	0.03911268286
740	0.03905883795
741	0.03901840803
742	0.03898158638
743	0.0389420182
744	0.03889848381
745	0.03886665425
746	0.03880714426
747	0.03875286396
748	0.03871946656
749	0.03865430653
750	0.03859777524
751	0.03854526506
752	0.03850536903
753	0.03847035811
754	0.03844343603
755	0.03840350936
756	0.03836276323
757	0.03832196597
758	0.03829023097
759	0.03826170966
760	0.03822338598
761	0.03820099503
762	0.03818686437
763	0.03815385667
764	0.03813258614
765	0.03809586526
766	0.03805070663
767	0.03800516807
768	0.03785707766
769	0.03779699975
770	0.0377370743
771	0.03771881124
772	0.03768603063
773	0.03767827811
774	0.03764595695
775	0.03757691473
776	0.03753973572
777	0.03752120157
778	0.03746076479
779	0.03744877233
780	0.03742362488
781	0.03738326602
782	0.03732417336
783	0.03729289668
784	0.03724512386
785	0.0371917211
786	0.03714271187
787	0.03708440652
788	0.03702721482
789	0.03695891854
790	0.03689077792
791	0.03685144266
792	0.03683535521
793	0.03678162648
794	0.03675543212
795	0.03672982146
796	0.03669421254
797	0.03666197523
798	0.03662899235
799	0.03658379837
800	0.03655500918
801	0.03653675251
802	0.03651523402
803	0.03648063743
804	0.03643046134
805	0.03639641763
806	0.03637412914
807	0.03635411532
808	0.03630493295
809	0.03628954764
810	0.03624872482
811	0.03622665214
812	0.03621181482
813	0.03617415117
814	0.03613793674
815	0.03607858447
816	0.03605583559
817	0.03600658422
818	0.03597308625
819	0.03593960143
820	0.03590543609
821	0.03586871164
822	0.03582643471
823	0.03580181758
824	0.03575350936
825	0.03570865621
826	0.035684125
827	0.03565520308
828	0.03563124391
829	0.03559655972
830	0.03556746504
831	0.03554258623
832	0.0355166308
833	0.03544285084
834	0.03537757125
835	0.03536537726
836	0.03534433458
837	0.03531203805
838	0.03529329448
839	0.03523516641
840	0.0351824156
841	0.03516120223
842	0.03512698387
843	0.03510884
844	0.03509061886
845	0.03506892611
846	0.03501691016
847	0.03499525162
848	0.03495985832
849	0.03491731501
850	0.03486853907
851	0.03482558726
852	0.03478890285
853	0.03475737652
854	0.03472513714
855	0.03468620173
856	0.03465719973
857	0.03461818481
858	0.03458943791
859	0.03456011069
860	0.03453334389
861	0.03451345264
862	0.03447862313
863	0.0344328118
864	0.0343832354
865	0.03436380492
866	0.03434901159
867	0.03432755402
868	0.03429415925
869	0.0342761746
870	0.03425896786
871	0.03423658593
872	0.03419495757
873	0.03416825243
874	0.0341578186
875	0.03411540162
876	0.03407444983
877	0.03403770602
878	0.0340140544
879	0.03399330311
880	0.03393944542
881	0.03387220527
882	0.03384095208
883	0.03382264315
884	0.0338061096
885	0.03378520002
886	0.03377039673
887	0.03374976198
888	0.0337234676
889	0.03370336337
890	0.03368492115
891	0.03364900525
892	0.03362428416
893	0.03359877389
894	0.03357017795
895	0.03355485186
896	0.03352325033
897	0.03349963688
898	0.03348875469
899	0.03346579582
900	0.03342655813
901	0.03341328019
902	0.03339605954
903	0.03337961002
904	0.0333529265
905	0.03332636405
906	0.03331443851
907	0.03329402992
908	0.03327889107
909	0.03325746
910	0.03323697038
911	0.03322390506
912	0.0332027932
913	0.03316552395
914	0.03315242141
915	0.03312365646
916	0.03308655227
917	0.03304578096
918	0.03298676707
919	0.03296337131
920	0.0329541487
921	0.0329413086
922	0.03291078143
923	0.03288007925
924	0.03287105384
925	0.03285878334
926	0.03281096483
927	0.03278057998
928	0.03274006734
929	0.03270450767
930	0.03268756506
931	0.03267433976
932	0.0326357856
933	0.03259528198
934	0.03254666715
935	0.03251574445
936	0.03248283113
937	0.0324514768
938	0.03240939914
939	0.03238918907
940	0.03233064553
941	0.03230458821
942	0.03229129354
943	0.03227630602
944	0.03226815082
945	0.0322409022
946	0.03220179197
947	0.03218769252
948	0.03217224536
949	0.03215660834
950	0.03213584914
951	0.03211796939
952	0.03210702103
953	0.03209223579
954	0.03206203197
955	0.03203119669
956	0.0320065961
957	0.03198841181
958	0.03196031122
959	0.0319303563
960	0.03190801103
961	0.0318529737
962	0.03181075881
963	0.03179803093
964	0.03178921682
965	0.03176949308
966	0.03175227374
967	0.03170669344
968	0.03167514756
969	0.03167008179
970	0.03165463783
971	0.03163702352
972	0.03159198746
973	0.03155440878
974	0.03153685369
975	0.03151124961
976	0.03147646221
977	0.0314464695
978	0.03142184091
979	0.03140820993
980	0.03139454774
981	0.03136841409
982	0.03135426162
983	0.03133649693
984	0.03131426351
985	0.031271714
986	0.03123475005
987	0.03121630689
988	0.03120236403
989	0.03119238063
990	0.03117697596
991	0.03116387755
992	0.0311413567
993	0.03112807782
994	0.03110429687
995	0.03107913476
996	0.03106930118
997	0.03105151505
998	0.0310387821
999	0.03100869464
